ST_length	length	misc,raw,lengthdep
CO_TranslateShape_circle_15_pts.mode	CO_TranslateShape_circle_15_pts_mode	correlation
CO_TranslateShape_circle_15_pts.ones	CO_TranslateShape_circle_15_pts_ones	correlation
CO_TranslateShape_circle_15_pts.twos	CO_TranslateShape_circle_15_pts_twos	correlation
CO_TranslateShape_circle_15_pts.threes	CO_TranslateShape_circle_15_pts_threes	correlation
CO_TranslateShape_circle_15_pts.statav2_m	CO_TranslateShape_circle_15_pts_statav2_m	correlation
CO_TranslateShape_circle_15_pts.statav2_s	CO_TranslateShape_circle_15_pts_statav2_s	correlation
CO_TranslateShape_circle_15_pts.statav3_m	CO_TranslateShape_circle_15_pts_statav3_m	correlation
CO_TranslateShape_circle_15_pts.statav3_s	CO_TranslateShape_circle_15_pts_statav3_s	correlation
CO_TranslateShape_circle_15_pts.statav4_m	CO_TranslateShape_circle_15_pts_statav4_m	correlation
CO_TranslateShape_circle_15_pts.statav4_s	CO_TranslateShape_circle_15_pts_statav4_s	correlation
CO_TranslateShape_circle_25_pts.max	CO_TranslateShape_circle_25_pts_max	correlation
CO_TranslateShape_circle_25_pts.std	CO_TranslateShape_circle_25_pts_std	correlation
CO_TranslateShape_circle_25_pts.npatmode	CO_TranslateShape_circle_25_pts_npatmode	correlation
CO_TranslateShape_circle_25_pts.mode	CO_TranslateShape_circle_25_pts_mode	correlation
CO_TranslateShape_circle_25_pts.ones	CO_TranslateShape_circle_25_pts_ones	correlation
CO_TranslateShape_circle_25_pts.twos	CO_TranslateShape_circle_25_pts_twos	correlation
CO_TranslateShape_circle_25_pts.threes	CO_TranslateShape_circle_25_pts_threes	correlation
CO_TranslateShape_circle_25_pts.fours	CO_TranslateShape_circle_25_pts_fours	correlation
CO_TranslateShape_circle_25_pts.fives	CO_TranslateShape_circle_25_pts_fives	correlation
CO_TranslateShape_circle_25_pts.statav2_m	CO_TranslateShape_circle_25_pts_statav2_m	correlation
CO_TranslateShape_circle_25_pts.statav2_s	CO_TranslateShape_circle_25_pts_statav2_s	correlation
CO_TranslateShape_circle_25_pts.statav3_m	CO_TranslateShape_circle_25_pts_statav3_m	correlation
CO_TranslateShape_circle_25_pts.statav3_s	CO_TranslateShape_circle_25_pts_statav3_s	correlation
CO_TranslateShape_circle_25_pts.statav4_m	CO_TranslateShape_circle_25_pts_statav4_m	correlation
CO_TranslateShape_circle_25_pts.statav4_s	CO_TranslateShape_circle_25_pts_statav4_s	correlation
CO_TranslateShape_circle_35_pts.max	CO_TranslateShape_circle_35_pts_max	correlation
CO_TranslateShape_circle_35_pts.std	CO_TranslateShape_circle_35_pts_std	correlation
CO_TranslateShape_circle_35_pts.npatmode	CO_TranslateShape_circle_35_pts_npatmode	correlation
CO_TranslateShape_circle_35_pts.mode	CO_TranslateShape_circle_35_pts_mode	correlation
CO_TranslateShape_circle_35_pts.ones	CO_TranslateShape_circle_35_pts_ones	correlation
CO_TranslateShape_circle_35_pts.twos	CO_TranslateShape_circle_35_pts_twos	correlation
CO_TranslateShape_circle_35_pts.threes	CO_TranslateShape_circle_35_pts_threes	correlation
CO_TranslateShape_circle_35_pts.fours	CO_TranslateShape_circle_35_pts_fours	correlation
CO_TranslateShape_circle_35_pts.fives	CO_TranslateShape_circle_35_pts_fives	correlation
CO_TranslateShape_circle_35_pts.sixes	CO_TranslateShape_circle_35_pts_sixes	correlation
CO_TranslateShape_circle_35_pts.sevens	CO_TranslateShape_circle_35_pts_sevens	correlation
CO_TranslateShape_circle_35_pts.statav2_m	CO_TranslateShape_circle_35_pts_statav2_m	correlation
CO_TranslateShape_circle_35_pts.statav2_s	CO_TranslateShape_circle_35_pts_statav2_s	correlation
CO_TranslateShape_circle_35_pts.statav3_m	CO_TranslateShape_circle_35_pts_statav3_m	correlation
CO_TranslateShape_circle_35_pts.statav3_s	CO_TranslateShape_circle_35_pts_statav3_s	correlation
CO_TranslateShape_circle_35_pts.statav4_m	CO_TranslateShape_circle_35_pts_statav4_m	correlation
CO_TranslateShape_circle_35_pts.statav4_s	CO_TranslateShape_circle_35_pts_statav4_s	correlation
CO_TranslateShape_circle_45_pts.max	CO_TranslateShape_circle_45_pts_max	correlation,constant,shit
CO_TranslateShape_circle_45_pts.std	CO_TranslateShape_circle_45_pts_std	correlation
CO_TranslateShape_circle_45_pts.npatmode	CO_TranslateShape_circle_45_pts_npatmode	correlation
CO_TranslateShape_circle_45_pts.mode	CO_TranslateShape_circle_45_pts_mode	correlation
CO_TranslateShape_circle_45_pts.ones	CO_TranslateShape_circle_45_pts_ones	correlation
CO_TranslateShape_circle_45_pts.twos	CO_TranslateShape_circle_45_pts_twos	correlation
CO_TranslateShape_circle_45_pts.threes	CO_TranslateShape_circle_45_pts_threes	correlation
CO_TranslateShape_circle_45_pts.fours	CO_TranslateShape_circle_45_pts_fours	correlation
CO_TranslateShape_circle_45_pts.fives	CO_TranslateShape_circle_45_pts_fives	correlation
CO_TranslateShape_circle_45_pts.sixes	CO_TranslateShape_circle_45_pts_sixes	correlation
CO_TranslateShape_circle_45_pts.sevens	CO_TranslateShape_circle_45_pts_sevens	correlation
CO_TranslateShape_circle_45_pts.eights	CO_TranslateShape_circle_45_pts_eights	correlation
CO_TranslateShape_circle_45_pts.nines	CO_TranslateShape_circle_45_pts_nines	correlation
CO_TranslateShape_circle_45_pts.statav2_m	CO_TranslateShape_circle_45_pts_statav2_m	correlation
CO_TranslateShape_circle_45_pts.statav2_s	CO_TranslateShape_circle_45_pts_statav2_s	correlation
CO_TranslateShape_circle_45_pts.statav3_m	CO_TranslateShape_circle_45_pts_statav3_m	correlation
CO_TranslateShape_circle_45_pts.statav3_s	CO_TranslateShape_circle_45_pts_statav3_s	correlation
CO_TranslateShape_circle_45_pts.statav4_m	CO_TranslateShape_circle_45_pts_statav4_m	correlation
CO_TranslateShape_circle_45_pts.statav4_s	CO_TranslateShape_circle_45_pts_statav4_s	correlation
CO_TranslateShape_circle_55_pts.max	CO_TranslateShape_circle_55_pts_max	correlation,constant,shit
CO_TranslateShape_circle_55_pts.std	CO_TranslateShape_circle_55_pts_std	correlation
CO_TranslateShape_circle_55_pts.npatmode	CO_TranslateShape_circle_55_pts_npatmode	correlation
CO_TranslateShape_circle_55_pts.mode	CO_TranslateShape_circle_55_pts_mode	correlation
CO_TranslateShape_circle_55_pts.ones	CO_TranslateShape_circle_55_pts_ones	correlation
CO_TranslateShape_circle_55_pts.twos	CO_TranslateShape_circle_55_pts_twos	correlation
CO_TranslateShape_circle_55_pts.threes	CO_TranslateShape_circle_55_pts_threes	correlation
CO_TranslateShape_circle_55_pts.fours	CO_TranslateShape_circle_55_pts_fours	correlation
CO_TranslateShape_circle_55_pts.fives	CO_TranslateShape_circle_55_pts_fives	correlation
CO_TranslateShape_circle_55_pts.sixes	CO_TranslateShape_circle_55_pts_sixes	correlation
CO_TranslateShape_circle_55_pts.sevens	CO_TranslateShape_circle_55_pts_sevens	correlation
CO_TranslateShape_circle_55_pts.eights	CO_TranslateShape_circle_55_pts_eights	correlation
CO_TranslateShape_circle_55_pts.nines	CO_TranslateShape_circle_55_pts_nines	correlation
CO_TranslateShape_circle_55_pts.tens	CO_TranslateShape_circle_55_pts_tens	correlation
CO_TranslateShape_circle_55_pts.elevens	CO_TranslateShape_circle_55_pts_elevens	correlation
CO_TranslateShape_circle_55_pts.statav2_m	CO_TranslateShape_circle_55_pts_statav2_m	correlation
CO_TranslateShape_circle_55_pts.statav2_s	CO_TranslateShape_circle_55_pts_statav2_s	correlation
CO_TranslateShape_circle_55_pts.statav3_m	CO_TranslateShape_circle_55_pts_statav3_m	correlation
CO_TranslateShape_circle_55_pts.statav3_s	CO_TranslateShape_circle_55_pts_statav3_s	correlation
CO_TranslateShape_circle_55_pts.statav4_m	CO_TranslateShape_circle_55_pts_statav4_m	correlation
CO_TranslateShape_circle_55_pts.statav4_s	CO_TranslateShape_circle_55_pts_statav4_s	correlation
CO_StickAngles_y.std_p	CO_StickAngles_y_std_p	correlation
CO_StickAngles_y.mean_p	CO_StickAngles_y_mean_p	correlation
CO_StickAngles_y.median_p	CO_StickAngles_y_median_p	correlation
CO_StickAngles_y.std_n	CO_StickAngles_y_std_n	correlation
CO_StickAngles_y.mean_n	CO_StickAngles_y_mean_n	correlation
CO_StickAngles_y.median_n	CO_StickAngles_y_median_n	correlation
CO_StickAngles_y.std	CO_StickAngles_y_std	correlation
CO_StickAngles_y.mean	CO_StickAngles_y_mean	correlation
CO_StickAngles_y.median	CO_StickAngles_y_median	correlation
CO_StickAngles_y.pnsumabsdiff	CO_StickAngles_y_pnsumabsdiff	correlation
CO_StickAngles_y.symks_p	CO_StickAngles_y_symks_p	correlation
CO_StickAngles_y.ratmean_p	CO_StickAngles_y_ratmean_p	correlation
CO_StickAngles_y.symks_n	CO_StickAngles_y_symks_n	correlation
CO_StickAngles_y.ratmean_n	CO_StickAngles_y_ratmean_n	correlation
CO_StickAngles_y.statav2_p_m	CO_StickAngles_y_statav2_p_m	correlation
CO_StickAngles_y.statav2_p_s	CO_StickAngles_y_statav2_p_s	correlation
CO_StickAngles_y.statav2_n_m	CO_StickAngles_y_statav2_n_m	correlation
CO_StickAngles_y.statav2_n_s	CO_StickAngles_y_statav2_n_s	correlation
CO_StickAngles_y.statav2_all_m	CO_StickAngles_y_statav2_all_m	correlation
CO_StickAngles_y.statav2_all_s	CO_StickAngles_y_statav2_all_s	correlation
CO_StickAngles_y.statav3_p_m	CO_StickAngles_y_statav3_p_m	correlation
CO_StickAngles_y.statav3_p_s	CO_StickAngles_y_statav3_p_s	correlation
CO_StickAngles_y.statav3_n_m	CO_StickAngles_y_statav3_n_m	correlation
CO_StickAngles_y.statav3_n_s	CO_StickAngles_y_statav3_n_s	correlation
CO_StickAngles_y.statav3_all_m	CO_StickAngles_y_statav3_all_m	correlation
CO_StickAngles_y.statav3_all_s	CO_StickAngles_y_statav3_all_s	correlation
CO_StickAngles_y.statav4_p_m	CO_StickAngles_y_statav4_p_m	correlation
CO_StickAngles_y.statav4_p_s	CO_StickAngles_y_statav4_p_s	correlation
CO_StickAngles_y.statav4_n_m	CO_StickAngles_y_statav4_n_m	correlation
CO_StickAngles_y.statav4_n_s	CO_StickAngles_y_statav4_n_s	correlation
CO_StickAngles_y.statav4_all_m	CO_StickAngles_y_statav4_all_m	correlation
CO_StickAngles_y.statav4_all_s	CO_StickAngles_y_statav4_all_s	correlation
CO_StickAngles_y.statav5_p_m	CO_StickAngles_y_statav5_p_m	correlation
CO_StickAngles_y.statav5_p_s	CO_StickAngles_y_statav5_p_s	correlation
CO_StickAngles_y.statav5_n_m	CO_StickAngles_y_statav5_n_m	correlation
CO_StickAngles_y.statav5_n_s	CO_StickAngles_y_statav5_n_s	correlation
CO_StickAngles_y.statav5_all_m	CO_StickAngles_y_statav5_all_m	correlation
CO_StickAngles_y.statav5_all_s	CO_StickAngles_y_statav5_all_s	correlation
CO_StickAngles_y.tau_p	CO_StickAngles_y_tau_p	correlation
CO_StickAngles_y.ac1_p	CO_StickAngles_y_ac1_p	correlation
CO_StickAngles_y.ac2_p	CO_StickAngles_y_ac2_p	correlation
CO_StickAngles_y.tau_n	CO_StickAngles_y_tau_n	correlation
CO_StickAngles_y.ac1_n	CO_StickAngles_y_ac1_n	correlation
CO_StickAngles_y.ac2_n	CO_StickAngles_y_ac2_n	correlation
CO_StickAngles_y.tau_all	CO_StickAngles_y_tau_all	correlation
CO_StickAngles_y.ac1_all	CO_StickAngles_y_ac1_all	correlation
CO_StickAngles_y.ac2_all	CO_StickAngles_y_ac2_all	correlation
CO_StickAngles_y.q1_p	CO_StickAngles_y_q1_p	correlation
CO_StickAngles_y.q10_p	CO_StickAngles_y_q10_p	correlation
CO_StickAngles_y.q90_p	CO_StickAngles_y_q90_p	correlation
CO_StickAngles_y.q99_p	CO_StickAngles_y_q99_p	correlation
CO_StickAngles_y.q1_n	CO_StickAngles_y_q1_n	correlation
CO_StickAngles_y.q10_n	CO_StickAngles_y_q10_n	correlation
CO_StickAngles_y.q90_n	CO_StickAngles_y_q90_n	correlation
CO_StickAngles_y.q99_n	CO_StickAngles_y_q99_n	correlation
CO_StickAngles_y.q1_all	CO_StickAngles_y_q1_all	correlation
CO_StickAngles_y.q10_all	CO_StickAngles_y_q10_all	correlation
CO_StickAngles_y.q90_all	CO_StickAngles_y_q90_all	correlation
CO_StickAngles_y.q99_all	CO_StickAngles_y_q99_all	correlation
CO_StickAngles_y.skewness_p	CO_StickAngles_y_skewness_p	correlation
CO_StickAngles_y.skewness_n	CO_StickAngles_y_skewness_n	correlation
CO_StickAngles_y.skewness_all	CO_StickAngles_y_skewness_all	correlation
CO_StickAngles_y.kurtosis_p	CO_StickAngles_y_kurtosis_p	correlation
CO_StickAngles_y.kurtosis_n	CO_StickAngles_y_kurtosis_n	correlation
CO_StickAngles_y.kurtosis_all	CO_StickAngles_y_kurtosis_all	correlation
CO_StickAngles_x.std_p	CO_StickAngles_x_std_p	correlation,raw,locdep,spreaddep
CO_StickAngles_x.mean_p	CO_StickAngles_x_mean_p	correlation,raw,locdep
CO_StickAngles_x.median_p	CO_StickAngles_x_median_p	correlation,raw,locdep
CO_StickAngles_x.std_n	CO_StickAngles_x_std_n	correlation,raw,locdep
CO_StickAngles_x.mean_n	CO_StickAngles_x_mean_n	correlation,raw,locdep
CO_StickAngles_x.median_n	CO_StickAngles_x_median_n	correlation,raw,locdep
CO_StickAngles_x.std	CO_StickAngles_x_std	correlation,raw,locdep
CO_StickAngles_x.mean	CO_StickAngles_x_mean	correlation,raw,locdep
CO_StickAngles_x.median	CO_StickAngles_x_median	correlation,raw,locdep
CO_StickAngles_x.pnsumabsdiff	CO_StickAngles_x_pnsumabsdiff	correlation,raw,locdep
CO_StickAngles_x.symks_p	CO_StickAngles_x_symks_p	correlation,raw,locdep
CO_StickAngles_x.ratmean_p	CO_StickAngles_x_ratmean_p	correlation,raw,locdep
CO_StickAngles_x.symks_n	CO_StickAngles_x_symks_n	correlation,raw,locdep
CO_StickAngles_x.ratmean_n	CO_StickAngles_x_ratmean_n	correlation,raw,locdep
CO_StickAngles_x.statav2_p_m	CO_StickAngles_x_statav2_p_m	correlation,raw,locdep
CO_StickAngles_x.statav2_p_s	CO_StickAngles_x_statav2_p_s	correlation,raw,locdep
CO_StickAngles_x.statav2_n_m	CO_StickAngles_x_statav2_n_m	correlation,raw,locdep
CO_StickAngles_x.statav2_n_s	CO_StickAngles_x_statav2_n_s	correlation,raw,locdep
CO_StickAngles_x.statav2_all_m	CO_StickAngles_x_statav2_all_m	correlation,raw,locdep
CO_StickAngles_x.statav2_all_s	CO_StickAngles_x_statav2_all_s	correlation,raw,locdep
CO_StickAngles_x.statav3_p_m	CO_StickAngles_x_statav3_p_m	correlation,raw,locdep
CO_StickAngles_x.statav3_p_s	CO_StickAngles_x_statav3_p_s	correlation,raw,locdep
CO_StickAngles_x.statav3_n_m	CO_StickAngles_x_statav3_n_m	correlation,raw,locdep
CO_StickAngles_x.statav3_n_s	CO_StickAngles_x_statav3_n_s	correlation,raw,locdep
CO_StickAngles_x.statav3_all_m	CO_StickAngles_x_statav3_all_m	correlation,raw,locdep
CO_StickAngles_x.statav3_all_s	CO_StickAngles_x_statav3_all_s	correlation,raw,locdep
CO_StickAngles_x.statav4_p_m	CO_StickAngles_x_statav4_p_m	correlation,raw,locdep
CO_StickAngles_x.statav4_p_s	CO_StickAngles_x_statav4_p_s	correlation,raw,locdep
CO_StickAngles_x.statav4_n_m	CO_StickAngles_x_statav4_n_m	correlation,raw,locdep
CO_StickAngles_x.statav4_n_s	CO_StickAngles_x_statav4_n_s	correlation,raw,locdep
CO_StickAngles_x.statav4_all_m	CO_StickAngles_x_statav4_all_m	correlation,raw,locdep
CO_StickAngles_x.statav4_all_s	CO_StickAngles_x_statav4_all_s	correlation,raw,locdep
CO_StickAngles_x.statav5_p_m	CO_StickAngles_x_statav5_p_m	correlation,raw,locdep
CO_StickAngles_x.statav5_p_s	CO_StickAngles_x_statav5_p_s	correlation,raw,locdep
CO_StickAngles_x.statav5_n_m	CO_StickAngles_x_statav5_n_m	correlation,raw,locdep
CO_StickAngles_x.statav5_n_s	CO_StickAngles_x_statav5_n_s	correlation,raw,locdep
CO_StickAngles_x.statav5_all_m	CO_StickAngles_x_statav5_all_m	correlation,raw,locdep
CO_StickAngles_x.statav5_all_s	CO_StickAngles_x_statav5_all_s	correlation,raw,locdep
CO_StickAngles_x.tau_p	CO_StickAngles_x_tau_p	correlation,raw,locdep
CO_StickAngles_x.ac1_p	CO_StickAngles_x_ac1_p	correlation,raw,locdep
CO_StickAngles_x.ac2_p	CO_StickAngles_x_ac2_p	correlation,raw,locdep
CO_StickAngles_x.tau_n	CO_StickAngles_x_tau_n	correlation,raw,locdep
CO_StickAngles_x.ac1_n	CO_StickAngles_x_ac1_n	correlation,raw,locdep
CO_StickAngles_x.ac2_n	CO_StickAngles_x_ac2_n	correlation,raw,locdep
CO_StickAngles_x.tau_all	CO_StickAngles_x_tau_all	correlation,raw
CO_StickAngles_x.ac1_all	CO_StickAngles_x_ac1_all	correlation,raw,locdep
CO_StickAngles_x.ac2_all	CO_StickAngles_x_ac2_all	correlation,raw,locdep
CO_StickAngles_x.q1_p	CO_StickAngles_x_q1_p	correlation,raw,locdep
CO_StickAngles_x.q10_p	CO_StickAngles_x_q10_p	correlation,raw,locdep
CO_StickAngles_x.q90_p	CO_StickAngles_x_q90_p	correlation,raw,locdep
CO_StickAngles_x.q99_p	CO_StickAngles_x_q99_p	correlation,raw,locdep
CO_StickAngles_x.q1_n	CO_StickAngles_x_q1_n	correlation,raw,locdep
CO_StickAngles_x.q10_n	CO_StickAngles_x_q10_n	correlation,raw,locdep
CO_StickAngles_x.q90_n	CO_StickAngles_x_q90_n	correlation,raw,locdep
CO_StickAngles_x.q99_n	CO_StickAngles_x_q99_n	correlation,raw,locdep
CO_StickAngles_x.q1_all	CO_StickAngles_x_q1_all	correlation,raw,locdep,spreaddep
CO_StickAngles_x.q10_all	CO_StickAngles_x_q10_all	correlation,raw,locdep
CO_StickAngles_x.q90_all	CO_StickAngles_x_q90_all	correlation,raw,locdep
CO_StickAngles_x.q99_all	CO_StickAngles_x_q99_all	correlation,raw,locdep
CO_StickAngles_x.skewness_p	CO_StickAngles_x_skewness_p	correlation,raw,locdep
CO_StickAngles_x.skewness_n	CO_StickAngles_x_skewness_n	correlation,raw,locdep
CO_StickAngles_x.skewness_all	CO_StickAngles_x_skewness_all	correlation,raw,locdep
CO_StickAngles_x.kurtosis_p	CO_StickAngles_x_kurtosis_p	correlation,raw,locdep
CO_StickAngles_x.kurtosis_n	CO_StickAngles_x_kurtosis_n	correlation,raw,locdep
CO_StickAngles_x.kurtosis_all	CO_StickAngles_x_kurtosis_all	correlation,raw,locdep
CO_Embed2_tau.theta_ac1	CO_Embed2_tau_theta_ac1	correlation,embedding
CO_Embed2_tau.theta_ac2	CO_Embed2_tau_theta_ac2	correlation,embedding
CO_Embed2_tau.theta_ac3	CO_Embed2_tau_theta_ac3	correlation,embedding
CO_Embed2_tau.theta_mean	CO_Embed2_tau_theta_mean	correlation,embedding
CO_Embed2_tau.theta_std	CO_Embed2_tau_theta_std	correlation,embedding
CO_Embed2_tau.hist10std	CO_Embed2_tau_hist10std	correlation,embedding
CO_Embed2_tau.histent	CO_Embed2_tau_histent	correlation,embedding
CO_Embed2_tau.stdb1	CO_Embed2_tau_stdb1	correlation,embedding
CO_Embed2_tau.stdb2	CO_Embed2_tau_stdb2	correlation,embedding
CO_Embed2_tau.stdb3	CO_Embed2_tau_stdb3	correlation,embedding
CO_Embed2_tau.stdb4	CO_Embed2_tau_stdb4	correlation,embedding
CO_Embed2_tau.eucdm1	CO_Embed2_tau_eucdm1	correlation,embedding
CO_Embed2_tau.eucdm2	CO_Embed2_tau_eucdm2	correlation,embedding
CO_Embed2_tau.eucdm3	CO_Embed2_tau_eucdm3	correlation,embedding
CO_Embed2_tau.eucdm4	CO_Embed2_tau_eucdm4	correlation,embedding
CO_Embed2_tau.eucdm5	CO_Embed2_tau_eucdm5	correlation,embedding
CO_Embed2_tau.std_eucdm	CO_Embed2_tau_std_eucdm	correlation,embedding
CO_Embed2_tau.mean_eucdm	CO_Embed2_tau_mean_eucdm	correlation,embedding
CO_Embed2_tau.eucds1	CO_Embed2_tau_eucds1	correlation,embedding
CO_Embed2_tau.eucds2	CO_Embed2_tau_eucds2	correlation,embedding
CO_Embed2_tau.eucds3	CO_Embed2_tau_eucds3	correlation,embedding
CO_Embed2_tau.eucds4	CO_Embed2_tau_eucds4	correlation,embedding
CO_Embed2_tau.eucds5	CO_Embed2_tau_eucds5	correlation,embedding
CO_Embed2_tau.std_eucds	CO_Embed2_tau_std_eucds	correlation,embedding
CO_Embed2_tau.mean_eucds	CO_Embed2_tau_mean_eucds	correlation,embedding
CO_Embed2_tau.stdspana	CO_Embed2_tau_stdspana	correlation,embedding
CO_Embed2_tau.meanspana	CO_Embed2_tau_meanspana	correlation,embedding
CO_Embed2_tau.areas_all	CO_Embed2_tau_areas_all	correlation,embedding
CO_Embed2_tau.areas_50	CO_Embed2_tau_areas_50	correlation,embedding
CO_Embed2_tau.arearat	CO_Embed2_tau_arearat	correlation,embedding
CO_Embed2_AngleTau_50.ac1_thetaac1	CO_Embed2_AngleTau_50_ac1_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.ac1_thetaac2	CO_Embed2_AngleTau_50_ac1_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.ac1_thetaac3	CO_Embed2_AngleTau_50_ac1_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.mean_thetaac1	CO_Embed2_AngleTau_50_mean_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.max_thetaac1	CO_Embed2_AngleTau_50_max_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.min_thetaac1	CO_Embed2_AngleTau_50_min_thetaac1	correlation,embedding
CO_Embed2_AngleTau_50.mean_thetaac2	CO_Embed2_AngleTau_50_mean_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.max_thetaac2	CO_Embed2_AngleTau_50_max_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.min_thetaac2	CO_Embed2_AngleTau_50_min_thetaac2	correlation,embedding
CO_Embed2_AngleTau_50.mean_thetaac3	CO_Embed2_AngleTau_50_mean_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.max_thetaac3	CO_Embed2_AngleTau_50_max_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.min_thetaac3	CO_Embed2_AngleTau_50_min_thetaac3	correlation,embedding
CO_Embed2_AngleTau_50.meanrat_thetaac12	CO_Embed2_AngleTau_50_meanrat_thetaac12	correlation,embedding
CO_Embed2_AngleTau_50.diff_thetaac12	CO_Embed2_AngleTau_50_diff_thetaac12	correlation,embedding
CO_Embed2_Dist_tau.d_ac1	CO_Embed2_Dist_tau_d_ac1	correlation,embedding
CO_Embed2_Dist_tau.d_ac2	CO_Embed2_Dist_tau_d_ac2	correlation,embedding
CO_Embed2_Dist_tau.d_ac3	CO_Embed2_Dist_tau_d_ac3	correlation,embedding
CO_Embed2_Dist_tau.d_median	CO_Embed2_Dist_tau_d_median	correlation,embedding
CO_Embed2_Dist_tau.d_max	CO_Embed2_Dist_tau_d_max	correlation,embedding
CO_Embed2_Dist_tau.d_iqr	CO_Embed2_Dist_tau_d_iqr	correlation,embedding
CO_Embed2_Dist_tau.d_min	CO_Embed2_Dist_tau_d_min	correlation,embedding
CO_Embed2_Dist_tau.d_mean	CO_Embed2_Dist_tau_d_mean	correlation,embedding
CO_Embed2_Dist_tau.d_std	CO_Embed2_Dist_tau_d_std	correlation,embedding
CO_Embed2_Dist_tau.d_cv	CO_Embed2_Dist_tau_d_cv	correlation,embedding
CO_Embed2_Dist_tau.d_expfit_l	CO_Embed2_Dist_tau_d_expfit_l	correlation,embedding
CO_Embed2_Dist_tau.d_expfit_nlogL	CO_Embed2_Dist_tau_d_expfit_nlogL	correlation,embedding
CO_Embed2_Dist_tau.d_expfit_sumdiff	CO_Embed2_Dist_tau_d_expfit_sumdiff	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.ac1	CO_Embed2_Shapes_tau_circle_01_ac1	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.ac2	CO_Embed2_Shapes_tau_circle_01_ac2	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.tau	CO_Embed2_Shapes_tau_circle_01_tau	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.max	CO_Embed2_Shapes_tau_circle_01_max	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.std	CO_Embed2_Shapes_tau_circle_01_std	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.median	CO_Embed2_Shapes_tau_circle_01_median	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.iqr	CO_Embed2_Shapes_tau_circle_01_iqr	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.iqronrange	CO_Embed2_Shapes_tau_circle_01_iqronrange	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.mode_val	CO_Embed2_Shapes_tau_circle_01_mode_val	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.mode	CO_Embed2_Shapes_tau_circle_01_mode	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.poissfit_l	CO_Embed2_Shapes_tau_circle_01_poissfit_l	correlation,embedding
CO_Embed2_Shapes_tau_circle_01.poissfit_absdiff	CO_Embed2_Shapes_tau_circle_01_poissfit_absdiff	correlation,embedding
