ST_length	length	misc,raw,lengthdep
CO_Embed2_Basic_1.parabup01	CO_Embed2_Basic_1_parabup01	correlation
CO_Embed2_Basic_1.parabup05	CO_Embed2_Basic_1_parabup05	correlation
CO_Embed2_Basic_1.parabdown01	CO_Embed2_Basic_1_parabdown01	correlation
CO_Embed2_Basic_1.parabdown05	CO_Embed2_Basic_1_parabdown05	correlation
CO_Embed2_Basic_1.parabup01_1	CO_Embed2_Basic_1_parabup01_1	correlation
CO_Embed2_Basic_1.parabup05_1	CO_Embed2_Basic_1_parabup05_1	correlation
CO_Embed2_Basic_1.parabdown01_1	CO_Embed2_Basic_1_parabdown01_1	correlation
CO_Embed2_Basic_1.parabdown05_1	CO_Embed2_Basic_1_parabdown05_1	correlation
CO_Embed2_Basic_1.parabup01_n1	CO_Embed2_Basic_1_parabup01_n1	correlation
CO_Embed2_Basic_1.parabup05_n1	CO_Embed2_Basic_1_parabup05_n1	correlation
CO_Embed2_Basic_1.parabdown01_n1	CO_Embed2_Basic_1_parabdown01_n1	correlation
CO_Embed2_Basic_1.parabdown05_n1	CO_Embed2_Basic_1_parabdown05_n1	correlation
CO_Embed2_Basic_1.ring1_01	CO_Embed2_Basic_1_ring1_01	correlation
CO_Embed2_Basic_1.ring1_02	CO_Embed2_Basic_1_ring1_02	correlation
CO_Embed2_Basic_1.ring1_05	CO_Embed2_Basic_1_ring1_05	correlation
CO_Embed2_Basic_1.incircle_01	CO_Embed2_Basic_1_incircle_01	correlation
CO_Embed2_Basic_1.incircle_02	CO_Embed2_Basic_1_incircle_02	correlation
CO_Embed2_Basic_1.incircle_05	CO_Embed2_Basic_1_incircle_05	correlation
CO_Embed2_Basic_1.incircle_1	CO_Embed2_Basic_1_incircle_1	correlation
CO_Embed2_Basic_1.incircle_2	CO_Embed2_Basic_1_incircle_2	correlation
CO_Embed2_Basic_1.incircle_3	CO_Embed2_Basic_1_incircle_3	correlation
CO_Embed2_Basic_1.medianincircle	CO_Embed2_Basic_1_medianincircle	correlation
CO_Embed2_Basic_1.stdincircle	CO_Embed2_Basic_1_stdincircle	correlation
CO_Embed2_Basic_tau.updiag01	CO_Embed2_Basic_tau_updiag01	correlation
CO_Embed2_Basic_tau.updiag05	CO_Embed2_Basic_tau_updiag05	correlation
CO_Embed2_Basic_tau.downdiag01	CO_Embed2_Basic_tau_downdiag01	correlation
CO_Embed2_Basic_tau.downdiag05	CO_Embed2_Basic_tau_downdiag05	correlation
CO_Embed2_Basic_tau.ratdiag01	CO_Embed2_Basic_tau_ratdiag01	correlation
CO_Embed2_Basic_tau.ratdiag05	CO_Embed2_Basic_tau_ratdiag05	correlation
CO_Embed2_Basic_tau.parabup01	CO_Embed2_Basic_tau_parabup01	correlation
CO_Embed2_Basic_tau.parabup05	CO_Embed2_Basic_tau_parabup05	correlation
CO_Embed2_Basic_tau.parabdown01	CO_Embed2_Basic_tau_parabdown01	correlation
CO_Embed2_Basic_tau.parabdown05	CO_Embed2_Basic_tau_parabdown05	correlation
CO_Embed2_Basic_tau.parabup01_1	CO_Embed2_Basic_tau_parabup01_1	correlation
CO_Embed2_Basic_tau.parabup05_1	CO_Embed2_Basic_tau_parabup05_1	correlation
CO_Embed2_Basic_tau.parabdown01_1	CO_Embed2_Basic_tau_parabdown01_1	correlation
CO_Embed2_Basic_tau.parabdown05_1	CO_Embed2_Basic_tau_parabdown05_1	correlation
CO_Embed2_Basic_tau.parabup01_n1	CO_Embed2_Basic_tau_parabup01_n1	correlation
CO_Embed2_Basic_tau.parabup05_n1	CO_Embed2_Basic_tau_parabup05_n1	correlation
CO_Embed2_Basic_tau.parabdown01_n1	CO_Embed2_Basic_tau_parabdown01_n1	correlation
CO_Embed2_Basic_tau.parabdown05_n1	CO_Embed2_Basic_tau_parabdown05_n1	correlation
CO_Embed2_Basic_tau.ring1_01	CO_Embed2_Basic_tau_ring1_01	correlation
CO_Embed2_Basic_tau.ring1_02	CO_Embed2_Basic_tau_ring1_02	correlation
CO_Embed2_Basic_tau.ring1_05	CO_Embed2_Basic_tau_ring1_05	correlation
CO_Embed2_Basic_tau.incircle_01	CO_Embed2_Basic_tau_incircle_01	correlation
CO_Embed2_Basic_tau.incircle_02	CO_Embed2_Basic_tau_incircle_02	correlation
CO_Embed2_Basic_tau.incircle_05	CO_Embed2_Basic_tau_incircle_05	correlation
CO_Embed2_Basic_tau.incircle_1	CO_Embed2_Basic_tau_incircle_1	correlation
CO_Embed2_Basic_tau.incircle_2	CO_Embed2_Basic_tau_incircle_2	correlation
CO_Embed2_Basic_tau.incircle_3	CO_Embed2_Basic_tau_incircle_3	correlation
CO_Embed2_Basic_tau.medianincircle	CO_Embed2_Basic_tau_medianincircle	correlation
CO_Embed2_Basic_tau.stdincircle	CO_Embed2_Basic_tau_stdincircle	correlation
PD_PeriodicityWang.th1	PD_PeriodicityWang_th0	periodicity,spline
PD_PeriodicityWang.th2	PD_PeriodicityWang_th0.01	periodicity,spline
PD_PeriodicityWang.th3	PD_PeriodicityWang_th0.1	periodicity,spline
PD_PeriodicityWang.th4	PD_PeriodicityWang_th0.2	periodicity,spline
PD_PeriodicityWang.th5	PD_PeriodicityWang_th1_sqrtN	periodicity,spline
PD_PeriodicityWang.th6	PD_PeriodicityWang_th5_sqrtN	periodicity,spline
PD_PeriodicityWang.th7	PD_PeriodicityWang_th10_sqrtN	periodicity,spline
DV_dynsys_dblwell_1_02_01.mean	DV_dynsys_dblwell_1_02_01_mean	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.median	DV_dynsys_dblwell_1_02_01_median	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.range	DV_dynsys_dblwell_1_02_01_range	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.proppos	DV_dynsys_dblwell_1_02_01_proppos	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.pcross	DV_dynsys_dblwell_1_02_01_pcross	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.pcrossup	DV_dynsys_dblwell_1_02_01_pcrossup	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.pcrossdown	DV_dynsys_dblwell_1_02_01_pcrossdown	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.ac1	DV_dynsys_dblwell_1_02_01_ac1	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.ac10	DV_dynsys_dblwell_1_02_01_ac10	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.ac50	DV_dynsys_dblwell_1_02_01_ac50	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.tau	DV_dynsys_dblwell_1_02_01_tau	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.finaldev	DV_dynsys_dblwell_1_02_01_finaldev	dynsys,dblwell
DV_dynsys_dblwell_1_02_01.std	DV_dynsys_dblwell_1_02_01_std	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.mean	DV_dynsys_dblwell_1_05_02_mean	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.median	DV_dynsys_dblwell_1_05_02_median	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.range	DV_dynsys_dblwell_1_05_02_range	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.proppos	DV_dynsys_dblwell_1_05_02_proppos	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.pcross	DV_dynsys_dblwell_1_05_02_pcross	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.pcrossup	DV_dynsys_dblwell_1_05_02_pcrossup	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.pcrossdown	DV_dynsys_dblwell_1_05_02_pcrossdown	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.ac1	DV_dynsys_dblwell_1_05_02_ac1	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.ac10	DV_dynsys_dblwell_1_05_02_ac10	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.ac50	DV_dynsys_dblwell_1_05_02_ac50	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.tau	DV_dynsys_dblwell_1_05_02_tau	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.finaldev	DV_dynsys_dblwell_1_05_02_finaldev	dynsys,dblwell
DV_dynsys_dblwell_1_05_02.std	DV_dynsys_dblwell_1_05_02_std	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.mean	DV_dynsys_dblwell_2_005_02_mean	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.median	DV_dynsys_dblwell_2_005_02_median	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.range	DV_dynsys_dblwell_2_005_02_range	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.proppos	DV_dynsys_dblwell_2_005_02_proppos	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.pcross	DV_dynsys_dblwell_2_005_02_pcross	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.pcrossup	DV_dynsys_dblwell_2_005_02_pcrossup	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.pcrossdown	DV_dynsys_dblwell_2_005_02_pcrossdown	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.ac1	DV_dynsys_dblwell_2_005_02_ac1	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.ac10	DV_dynsys_dblwell_2_005_02_ac10	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.ac50	DV_dynsys_dblwell_2_005_02_ac50	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.tau	DV_dynsys_dblwell_2_005_02_tau	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.finaldev	DV_dynsys_dblwell_2_005_02_finaldev	dynsys,dblwell
DV_dynsys_dblwell_2_005_02.std	DV_dynsys_dblwell_2_005_02_std	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.mean	DV_dynsys_dblwell_3_001_01_mean	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.median	DV_dynsys_dblwell_3_001_01_median	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.range	DV_dynsys_dblwell_3_001_01_range	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.proppos	DV_dynsys_dblwell_3_001_01_proppos	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.pcross	DV_dynsys_dblwell_3_001_01_pcross	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.pcrossup	DV_dynsys_dblwell_3_001_01_pcrossup	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.pcrossdown	DV_dynsys_dblwell_3_001_01_pcrossdown	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.ac1	DV_dynsys_dblwell_3_001_01_ac1	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.ac10	DV_dynsys_dblwell_3_001_01_ac10	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.ac50	DV_dynsys_dblwell_3_001_01_ac50	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.tau	DV_dynsys_dblwell_3_001_01_tau	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.finaldev	DV_dynsys_dblwell_3_001_01_finaldev	dynsys,dblwell
DV_dynsys_dblwell_3_001_01.std	DV_dynsys_dblwell_3_001_01_std	dynsys,dblwell
DV_dynsys_sine_3_05_1.mean	DV_dynsys_sine_3_05_1_mean	dynsys,sine
DV_dynsys_sine_3_05_1.median	DV_dynsys_sine_3_05_1_median	dynsys,sine
DV_dynsys_sine_3_05_1.range	DV_dynsys_sine_3_05_1_range	dynsys,sine
DV_dynsys_sine_3_05_1.proppos	DV_dynsys_sine_3_05_1_proppos	dynsys,sine
DV_dynsys_sine_3_05_1.pcross	DV_dynsys_sine_3_05_1_pcross	dynsys,sine
DV_dynsys_sine_3_05_1.ac1	DV_dynsys_sine_3_05_1_ac1	dynsys,sine
DV_dynsys_sine_3_05_1.ac10	DV_dynsys_sine_3_05_1_ac10	dynsys,sine
DV_dynsys_sine_3_05_1.ac50	DV_dynsys_sine_3_05_1_ac50	dynsys,sine
DV_dynsys_sine_3_05_1.tau	DV_dynsys_sine_3_05_1_tau	dynsys,sine
DV_dynsys_sine_3_05_1.finaldev	DV_dynsys_sine_3_05_1_finaldev	dynsys,sine
DV_dynsys_sine_3_05_1.std	DV_dynsys_sine_3_05_1_std	dynsys,sine
DV_dynsys_sine_1_1_1.mean	DV_dynsys_sine_1_1_1_mean	dynsys,sine
DV_dynsys_sine_1_1_1.median	DV_dynsys_sine_1_1_1_median	dynsys,sine
DV_dynsys_sine_1_1_1.range	DV_dynsys_sine_1_1_1_range	dynsys,sine
DV_dynsys_sine_1_1_1.proppos	DV_dynsys_sine_1_1_1_proppos	dynsys,sine
DV_dynsys_sine_1_1_1.pcross	DV_dynsys_sine_1_1_1_pcross	dynsys,sine
DV_dynsys_sine_1_1_1.ac1	DV_dynsys_sine_1_1_1_ac1	dynsys,sine
DV_dynsys_sine_1_1_1.ac10	DV_dynsys_sine_1_1_1_ac10	dynsys,sine
DV_dynsys_sine_1_1_1.ac50	DV_dynsys_sine_1_1_1_ac50	dynsys,sine
DV_dynsys_sine_1_1_1.tau	DV_dynsys_sine_1_1_1_tau	dynsys,sine
DV_dynsys_sine_1_1_1.finaldev	DV_dynsys_sine_1_1_1_finaldev	dynsys,sine
DV_dynsys_sine_1_1_1.std	DV_dynsys_sine_1_1_1_std	dynsys,sine
DV_dynsys_sine_10_004_10.mean	DV_dynsys_sine_10_004_10_mean	dynsys,sine
DV_dynsys_sine_10_004_10.median	DV_dynsys_sine_10_004_10_median	dynsys,sine
DV_dynsys_sine_10_004_10.range	DV_dynsys_sine_10_004_10_range	dynsys,sine
DV_dynsys_sine_10_004_10.proppos	DV_dynsys_sine_10_004_10_proppos	dynsys,sine
DV_dynsys_sine_10_004_10.pcross	DV_dynsys_sine_10_004_10_pcross	dynsys,sine
DV_dynsys_sine_10_004_10.ac1	DV_dynsys_sine_10_004_10_ac1	dynsys,sine
DV_dynsys_sine_10_004_10.ac10	DV_dynsys_sine_10_004_10_ac10	dynsys,sine
DV_dynsys_sine_10_004_10.ac50	DV_dynsys_sine_10_004_10_ac50	dynsys,sine
DV_dynsys_sine_10_004_10.tau	DV_dynsys_sine_10_004_10_tau	dynsys,sine
DV_dynsys_sine_10_004_10.finaldev	DV_dynsys_sine_10_004_10_finaldev	dynsys,sine
DV_dynsys_sine_10_004_10.std	DV_dynsys_sine_10_004_10_std	dynsys,sine
DN_RemovePoints_absclose_01.fzcacrat	DN_RemovePoints_absclose_01_fzcacrat	correlation,outliers
DN_RemovePoints_absclose_01.ac2rat	DN_RemovePoints_absclose_01_ac2rat	correlation,outliers
DN_RemovePoints_absclose_01.ac2diff	DN_RemovePoints_absclose_01_ac2diff	correlation,outliers
DN_RemovePoints_absclose_01.ac3rat	DN_RemovePoints_absclose_01_ac3rat	correlation,outliers
DN_RemovePoints_absclose_01.ac3diff	DN_RemovePoints_absclose_01_ac3diff	correlation,outliers
DN_RemovePoints_absclose_01.sumabsacfdiff	DN_RemovePoints_absclose_01_sumabsacfdiff	correlation,outliers
DN_RemovePoints_absclose_01.mean	DN_RemovePoints_absclose_01_mean	correlation,outliers
DN_RemovePoints_absclose_01.median	DN_RemovePoints_absclose_01_median	correlation,outliers
DN_RemovePoints_absclose_01.std	DN_RemovePoints_absclose_01_std	correlation,outliers
DN_RemovePoints_absclose_01.skewnessrat	DN_RemovePoints_absclose_01_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_absclose_01.kurtosisrat	DN_RemovePoints_absclose_01_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_absclose_05.fzcacrat	DN_RemovePoints_absclose_05_fzcacrat	correlation,outliers
DN_RemovePoints_absclose_05.ac2rat	DN_RemovePoints_absclose_05_ac2rat	correlation,outliers
DN_RemovePoints_absclose_05.ac2diff	DN_RemovePoints_absclose_05_ac2diff	correlation,outliers
DN_RemovePoints_absclose_05.ac3rat	DN_RemovePoints_absclose_05_ac3rat	correlation,outliers
DN_RemovePoints_absclose_05.ac3diff	DN_RemovePoints_absclose_05_ac3diff	correlation,outliers
DN_RemovePoints_absclose_05.sumabsacfdiff	DN_RemovePoints_absclose_05_sumabsacfdiff	correlation,outliers
DN_RemovePoints_absclose_05.mean	DN_RemovePoints_absclose_05_mean	correlation,outliers
DN_RemovePoints_absclose_05.median	DN_RemovePoints_absclose_05_median	correlation,outliers
DN_RemovePoints_absclose_05.std	DN_RemovePoints_absclose_05_std	correlation,outliers
DN_RemovePoints_absclose_05.skewnessrat	DN_RemovePoints_absclose_05_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_absclose_05.kurtosisrat	DN_RemovePoints_absclose_05_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_absclose_08.fzcacrat	DN_RemovePoints_absclose_08_fzcacrat	correlation,outliers
DN_RemovePoints_absclose_08.ac2rat	DN_RemovePoints_absclose_08_ac2rat	correlation,outliers
DN_RemovePoints_absclose_08.ac2diff	DN_RemovePoints_absclose_08_ac2diff	correlation,outliers
DN_RemovePoints_absclose_08.ac3rat	DN_RemovePoints_absclose_08_ac3rat	correlation,outliers
DN_RemovePoints_absclose_08.ac3diff	DN_RemovePoints_absclose_08_ac3diff	correlation,outliers
DN_RemovePoints_absclose_08.sumabsacfdiff	DN_RemovePoints_absclose_08_sumabsacfdiff	correlation,outliers
DN_RemovePoints_absclose_08.mean	DN_RemovePoints_absclose_08_mean	correlation,outliers
DN_RemovePoints_absclose_08.median	DN_RemovePoints_absclose_08_median	correlation,outliers
DN_RemovePoints_absclose_08.std	DN_RemovePoints_absclose_08_std	correlation,outliers
DN_RemovePoints_absclose_08.skewnessrat	DN_RemovePoints_absclose_08_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_absclose_08.kurtosisrat	DN_RemovePoints_absclose_08_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_absfar_01.fzcacrat	DN_RemovePoints_absfar_01_fzcacrat	correlation,outliers
DN_RemovePoints_absfar_01.ac2rat	DN_RemovePoints_absfar_01_ac2rat	correlation,outliers
DN_RemovePoints_absfar_01.ac2diff	DN_RemovePoints_absfar_01_ac2diff	correlation,outliers
DN_RemovePoints_absfar_01.ac3rat	DN_RemovePoints_absfar_01_ac3rat	correlation,outliers
DN_RemovePoints_absfar_01.ac3diff	DN_RemovePoints_absfar_01_ac3diff	correlation,outliers
DN_RemovePoints_absfar_01.sumabsacfdiff	DN_RemovePoints_absfar_01_sumabsacfdiff	correlation,outliers
DN_RemovePoints_absfar_01.mean	DN_RemovePoints_absfar_01_mean	correlation,outliers
DN_RemovePoints_absfar_01.median	DN_RemovePoints_absfar_01_median	correlation,outliers
DN_RemovePoints_absfar_01.std	DN_RemovePoints_absfar_01_std	correlation,outliers
DN_RemovePoints_absfar_01.skewnessrat	DN_RemovePoints_absfar_01_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_absfar_01.kurtosisrat	DN_RemovePoints_absfar_01_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_absfar_05.fzcacrat	DN_RemovePoints_absfar_05_fzcacrat	correlation,outliers
DN_RemovePoints_absfar_05.ac2rat	DN_RemovePoints_absfar_05_ac2rat	correlation,outliers
DN_RemovePoints_absfar_05.ac2diff	DN_RemovePoints_absfar_05_ac2diff	correlation,outliers
DN_RemovePoints_absfar_05.ac3rat	DN_RemovePoints_absfar_05_ac3rat	correlation,outliers
DN_RemovePoints_absfar_05.ac3diff	DN_RemovePoints_absfar_05_ac3diff	correlation,outliers
DN_RemovePoints_absfar_05.sumabsacfdiff	DN_RemovePoints_absfar_05_sumabsacfdiff	correlation,outliers
DN_RemovePoints_absfar_05.mean	DN_RemovePoints_absfar_05_mean	correlation,outliers
DN_RemovePoints_absfar_05.median	DN_RemovePoints_absfar_05_median	correlation,outliers
DN_RemovePoints_absfar_05.std	DN_RemovePoints_absfar_05_std	correlation,outliers
DN_RemovePoints_absfar_05.skewnessrat	DN_RemovePoints_absfar_05_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_absfar_05.kurtosisrat	DN_RemovePoints_absfar_05_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_absfar_08.fzcacrat	DN_RemovePoints_absfar_08_fzcacrat	correlation,outliers
DN_RemovePoints_absfar_08.ac2rat	DN_RemovePoints_absfar_08_ac2rat	correlation,outliers
DN_RemovePoints_absfar_08.ac2diff	DN_RemovePoints_absfar_08_ac2diff	correlation,outliers
DN_RemovePoints_absfar_08.ac3rat	DN_RemovePoints_absfar_08_ac3rat	correlation,outliers
DN_RemovePoints_absfar_08.ac3diff	DN_RemovePoints_absfar_08_ac3diff	correlation,outliers
DN_RemovePoints_absfar_08.sumabsacfdiff	DN_RemovePoints_absfar_08_sumabsacfdiff	correlation,outliers
DN_RemovePoints_absfar_08.mean	DN_RemovePoints_absfar_08_mean	correlation,outliers
DN_RemovePoints_absfar_08.median	DN_RemovePoints_absfar_08_median	correlation,outliers
DN_RemovePoints_absfar_08.std	DN_RemovePoints_absfar_08_std	correlation,outliers
DN_RemovePoints_absfar_08.skewnessrat	DN_RemovePoints_absfar_08_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_absfar_08.kurtosisrat	DN_RemovePoints_absfar_08_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_min_01.fzcacrat	DN_RemovePoints_min_01_fzcacrat	correlation,outliers
DN_RemovePoints_min_01.ac2rat	DN_RemovePoints_min_01_ac2rat	correlation,outliers
DN_RemovePoints_min_01.ac2diff	DN_RemovePoints_min_01_ac2diff	correlation,outliers
DN_RemovePoints_min_01.ac3rat	DN_RemovePoints_min_01_ac3rat	correlation,outliers
DN_RemovePoints_min_01.ac3diff	DN_RemovePoints_min_01_ac3diff	correlation,outliers
DN_RemovePoints_min_01.sumabsacfdiff	DN_RemovePoints_min_01_sumabsacfdiff	correlation,outliers
DN_RemovePoints_min_01.mean	DN_RemovePoints_min_01_mean	correlation,outliers
DN_RemovePoints_min_01.median	DN_RemovePoints_min_01_median	correlation,outliers
DN_RemovePoints_min_01.std	DN_RemovePoints_min_01_std	correlation,outliers
DN_RemovePoints_min_01.skewnessrat	DN_RemovePoints_min_01_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_min_01.kurtosisrat	DN_RemovePoints_min_01_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_min_05.fzcacrat	DN_RemovePoints_min_05_fzcacrat	correlation,outliers
DN_RemovePoints_min_05.ac2rat	DN_RemovePoints_min_05_ac2rat	correlation,outliers
DN_RemovePoints_min_05.ac2diff	DN_RemovePoints_min_05_ac2diff	correlation,outliers
DN_RemovePoints_min_05.ac3rat	DN_RemovePoints_min_05_ac3rat	correlation,outliers
DN_RemovePoints_min_05.ac3diff	DN_RemovePoints_min_05_ac3diff	correlation,outliers
DN_RemovePoints_min_05.sumabsacfdiff	DN_RemovePoints_min_05_sumabsacfdiff	correlation,outliers
DN_RemovePoints_min_05.mean	DN_RemovePoints_min_05_mean	correlation,outliers
DN_RemovePoints_min_05.median	DN_RemovePoints_min_05_median	correlation,outliers
DN_RemovePoints_min_05.std	DN_RemovePoints_min_05_std	correlation,outliers
DN_RemovePoints_min_05.skewnessrat	DN_RemovePoints_min_05_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_min_05.kurtosisrat	DN_RemovePoints_min_05_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_min_08.fzcacrat	DN_RemovePoints_min_08_fzcacrat	correlation,outliers
DN_RemovePoints_min_08.ac2rat	DN_RemovePoints_min_08_ac2rat	correlation,outliers
DN_RemovePoints_min_08.ac2diff	DN_RemovePoints_min_08_ac2diff	correlation,outliers
DN_RemovePoints_min_08.ac3rat	DN_RemovePoints_min_08_ac3rat	correlation,outliers
DN_RemovePoints_min_08.ac3diff	DN_RemovePoints_min_08_ac3diff	correlation,outliers
DN_RemovePoints_min_08.sumabsacfdiff	DN_RemovePoints_min_08_sumabsacfdiff	correlation,outliers
DN_RemovePoints_min_08.mean	DN_RemovePoints_min_08_mean	correlation,outliers
DN_RemovePoints_min_08.median	DN_RemovePoints_min_08_median	correlation,outliers
DN_RemovePoints_min_08.std	DN_RemovePoints_min_08_std	correlation,outliers
DN_RemovePoints_min_08.skewnessrat	DN_RemovePoints_min_08_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_min_08.kurtosisrat	DN_RemovePoints_min_08_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_max_01.fzcacrat	DN_RemovePoints_max_01_fzcacrat	correlation,outliers
DN_RemovePoints_max_01.ac2rat	DN_RemovePoints_max_01_ac2rat	correlation,outliers
DN_RemovePoints_max_01.ac2diff	DN_RemovePoints_max_01_ac2diff	correlation,outliers
DN_RemovePoints_max_01.ac3rat	DN_RemovePoints_max_01_ac3rat	correlation,outliers
DN_RemovePoints_max_01.ac3diff	DN_RemovePoints_max_01_ac3diff	correlation,outliers
DN_RemovePoints_max_01.sumabsacfdiff	DN_RemovePoints_max_01_sumabsacfdiff	correlation,outliers
DN_RemovePoints_max_01.mean	DN_RemovePoints_max_01_mean	correlation,outliers
DN_RemovePoints_max_01.median	DN_RemovePoints_max_01_median	correlation,outliers
DN_RemovePoints_max_01.std	DN_RemovePoints_max_01_std	correlation,outliers
DN_RemovePoints_max_01.skewnessrat	DN_RemovePoints_max_01_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_max_01.kurtosisrat	DN_RemovePoints_max_01_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_max_05.fzcacrat	DN_RemovePoints_max_05_fzcacrat	correlation,outliers
DN_RemovePoints_max_05.ac2rat	DN_RemovePoints_max_05_ac2rat	correlation,outliers
DN_RemovePoints_max_05.ac2diff	DN_RemovePoints_max_05_ac2diff	correlation,outliers
DN_RemovePoints_max_05.ac3rat	DN_RemovePoints_max_05_ac3rat	correlation,outliers
DN_RemovePoints_max_05.ac3diff	DN_RemovePoints_max_05_ac3diff	correlation,outliers
DN_RemovePoints_max_05.sumabsacfdiff	DN_RemovePoints_max_05_sumabsacfdiff	correlation,outliers
DN_RemovePoints_max_05.mean	DN_RemovePoints_max_05_mean	correlation,outliers
DN_RemovePoints_max_05.median	DN_RemovePoints_max_05_median	correlation,outliers
DN_RemovePoints_max_05.std	DN_RemovePoints_max_05_std	correlation,outliers
DN_RemovePoints_max_05.skewnessrat	DN_RemovePoints_max_05_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_max_05.kurtosisrat	DN_RemovePoints_max_05_kurtosisrat	correlation,outliers,distribution
DN_RemovePoints_max_08.fzcacrat	DN_RemovePoints_max_08_fzcacrat	correlation,outliers
DN_RemovePoints_max_08.ac2rat	DN_RemovePoints_max_08_ac2rat	correlation,outliers
DN_RemovePoints_max_08.ac2diff	DN_RemovePoints_max_08_ac2diff	correlation,outliers
DN_RemovePoints_max_08.ac3rat	DN_RemovePoints_max_08_ac3rat	correlation,outliers
DN_RemovePoints_max_08.ac3diff	DN_RemovePoints_max_08_ac3diff	correlation,outliers
DN_RemovePoints_max_08.sumabsacfdiff	DN_RemovePoints_max_08_sumabsacfdiff	correlation,outliers
DN_RemovePoints_max_08.mean	DN_RemovePoints_max_08_mean	correlation,outliers
DN_RemovePoints_max_08.median	DN_RemovePoints_max_08_median	correlation,outliers
DN_RemovePoints_max_08.std	DN_RemovePoints_max_08_std	correlation,outliers
DN_RemovePoints_max_08.skewnessrat	DN_RemovePoints_max_08_skewnessrat	correlation,outliers,distribution
DN_RemovePoints_max_08.kurtosisrat	DN_RemovePoints_max_08_kurtosisrat	correlation,outliers,distribution
CO_TranslateShape_circle_15_pts.max	CO_TranslateShape_circle_15_pts_max	correlation
CO_TranslateShape_circle_15_pts.std	CO_TranslateShape_circle_15_pts_std	correlation
CO_TranslateShape_circle_15_pts.npatmode	CO_TranslateShape_circle_15_pts_npatmode	correlation
